Exception 
         479298 function calls (455231 primitive calls) in 1.364 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 lowlevel.py:81(RunvarToken)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 locks.py:420(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 _writers.py:116(Http10Writer)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 contextlib.py:440(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1373(disable)
        1    0.000    0.000    0.000    0.000 errors.py:81(HeaderDefect)
        1    0.000    0.000    0.000    0.000 request.py:1379(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 request.py:1222(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 socket.py:212(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 parse.py:136(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:323(DefragResult)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1127(_BaseConstants)
        1    0.000    0.000    0.000    0.000 calendar.py:624(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 message.py:1200(EmailMessage)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 _models.py:1261(_CookieCompatResponse)
        1    0.000    0.000    0.000    0.000 _content.py:42(IteratorByteStream)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1980(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 _decoders.py:161(ZStandardDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:321(LineDecoder)
        1    0.000    0.000    0.000    0.000 pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 element.py:1481(Comment)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1666(_TypeVarLikeMeta)
        1    0.000    0.000    0.000    0.000 _warnings.py:62(AttributeResemblesVariableWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:67(TrioBackend)
        1    0.000    0.000    0.000    0.000 sync.py:187(SyncBackend)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:17(_SupportsAsyncCtxMgr)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:13(_SupportsCtxMgr)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(BusyResourceError)
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _streams.py:225(ByteStreamConnectable)
        1    0.000    0.000    0.000    0.000 lowlevel.py:71(_TokenWrapper)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 _streams.py:16(create_memory_object_stream)
        1    0.000    0.000    0.000    0.000 _events.py:175(InformationalResponse)
        1    0.000    0.000    0.000    0.000 idna.py:226(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 client.py:1493(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 pathlib.py:241(_DoubleRecursiveWildcardSelector)
        2    0.000    0.000    0.000    0.000 pathlib.py:569(_tail)
        1    0.000    0.000    0.000    0.000 asgi.py:55(ASGIResponseStream)
        1    0.000    0.000    0.000    0.000 default.py:121(ResponseStream)
        1    0.000    0.000    0.000    0.000 element.py:1474(XMLProcessingInstruction)
        1    0.000    0.000    0.000    0.000 element.py:227(AttributeDict)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        1    0.000    0.000    0.000    0.000 css_match.py:59(_FakeParent)
        1    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 _streams.py:155(ByteSendStream)
        1    0.000    0.000    0.000    0.000 _impl.py:11(_ThreadLocal)
        1    0.000    0.000    0.000    0.000 _synchronization.py:58(ConditionStatistics)
        2    0.000    0.000    0.000    0.000 pathlib.py:560(root)
        1    0.000    0.000    0.000    0.000 _streams.py:214(ObjectStreamConnectable)
        1    0.000    0.000    0.000    0.000 __init__.py:669(update)
        1    0.000    0.000    0.000    0.000 __init__.py:769(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:1311(PlaceHolder)
        1    0.000    0.000    0.000    0.000 __init__.py:1861(RootLogger)
        1    0.000    0.000    0.000    0.000 parser.py:67(HeaderParser)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 error.py:19(URLError)
        1    0.000    0.000    0.000    0.000 _content.py:67(AsyncIteratorByteStream)
        1    0.000    0.000    0.000    0.000 pathlib.py:223(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 _exceptions.py:258(HTTPStatusError)
        1    0.000    0.000    0.000    0.000 _decoders.py:85(GZipDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:108(BrotliDecoder)
        1    0.000    0.000    0.000    0.000 default.py:265(AsyncResponseStream)
        1    0.000    0.000    0.000    0.000 wsgi.py:30(WSGIByteStream)
        1    0.000    0.000    0.000    0.000 element.py:1488(Declaration)
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:41(_get_sep)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:167(_Sentinel)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1658(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3308(_NamedTupleMeta)
        1    0.000    0.000    0.000    0.000 css_types.py:234(SelectorNull)
        1    0.000    0.000    0.000    0.000 filter.py:317(TagNameMatchRule)
        1    0.000    0.000    0.000    0.000 filter.py:438(includes_everything)
        1    0.000    0.000    0.000    0.000 __init__.py:23(SOCKSProxy)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:496(Proxy)
        1    0.000    0.000    0.000    0.000 _synchronization.py:17(EventStatistics)
        1    0.000    0.000    0.000    0.000 _tasks.py:12(_IgnoredTaskStatus)
        1    0.000    0.000    0.000    0.000 from_thread.py:138(_BlockingPortalTaskStatus)
        1    0.000    0.000    0.000    0.000 events.py:667(_Local)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 tasks.py:954(create_eager_task_factory)
        1    0.000    0.000    0.000    0.000 _connection.py:51(NEED_DATA)
        1    0.000    0.000    0.000    0.000 _events.py:32(Event)
        1    0.000    0.000    0.000    0.000 _events.py:217(Response)
        1    0.000    0.000    0.000    0.000 mock.py:16(MockSSLObject)
        1    0.000    0.000    0.000    0.000 __init__.py:678(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 _streams.py:167(ByteStream)
        1    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        1    0.000    0.000    0.000    0.000 request.py:1417(UnknownHandler)
        1    0.000    0.000    0.000    0.000 client.py:1542(RemoteDisconnected)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:152(WriteTimeout)
        1    0.000    0.000    0.000    0.000 pathlib.py:180(_ParentSelector)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:279(_ExtensionsSpecialForm)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 __init__.py:11(AsyncHTTP2Connection)
        1    0.000    0.000    0.000    0.000 _client.py:94(UseClientDefault)
        1    0.000    0.000    0.000    0.000 client.py:1490(InvalidURL)
        1    0.000    0.000    0.000    0.000 parser.py:122(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parse.py:144(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:331(SplitResult)
        1    0.000    0.000    0.000    0.000 pathlib.py:174(_TerminatingSelector)
        2    0.000    0.000    0.000    0.000 __init__.py:313(deprecated_argument)
        1    0.000    0.000    0.000    0.000 core.py:14(IDNAError)
        1    0.000    0.000    0.000    0.000 core.py:20(IDNABidiError)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:988(SingletonMeta)
        1    0.000    0.000    0.000    0.000 __meta__.py:128(_is_dev)
        1    0.000    0.000    0.000    0.000 __meta__.py:133(_is_post)
        1    0.000    0.000    0.000    0.000 _warnings.py:83(XMLParsedAsHTMLWarning)
        1    0.000    0.000    0.000    0.000 _warnings.py:15(UnusualUsageWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:11(HTTP2Connection)
        1    0.000    0.000    0.000    0.000 _exceptions.py:93(DelimiterNotFound)
        1    0.000    0.000    0.000    0.000 _exceptions.py:112(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _exceptions.py:12(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 _synchronization.py:70(SemaphoreStatistics)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 _events.py:357(ConnectionClosed)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 idna.py:261(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 request.py:1642(DataHandler)
        1    0.000    0.000    0.000    0.000 errors.py:44(StartBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:67(UndecodableBytesDefect)
        1    0.000    0.000    0.000    0.000 errors.py:104(ObsoleteHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:107(NonASCIILocalPartDefect)
        1    0.000    0.000    0.000    0.000 parse.py:336(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:342(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:350(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 calendar.py:38(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 shutil.py:70(SameFileError)
        1    0.000    0.000    0.000    0.000 pathlib.py:191(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 _exceptions.py:271(InvalidURL)
        1    0.000    0.000    0.000    0.000 _exceptions.py:280(CookieConflict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:297(StreamError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:353(RequestNotRead)
        2    0.000    0.000    0.000    0.000 __init__.py:282(reset)
        1    0.000    0.000    0.000    0.000 element.py:2452(_TreeTraversalEvent)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'generator' objects}
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:52(normcase)
        1    0.000    0.000    0.000    0.000 filter.py:341(StringMatchRule)
        1    0.000    0.000    0.000    0.000 filter.py:335(AttributeValueMatchRule)
        1    0.000    0.000    0.000    0.000 exceptions.py:6(StopParsing)
        1    0.000    0.000    0.000    0.000 _adapters.py:141(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(ConnectionNotAvailable)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 _connection.py:55(PAUSED)
        1    0.000    0.000    0.000    0.000 __init__.py:23(AsyncSOCKSProxy)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:584(_set_timeout)
        1    0.000    0.000    0.000    0.000 __init__.py:1033(setFormatter)
        1    0.000    0.000    0.000    0.000 client.py:1530(BadStatusLine)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 ipaddress.py:24(NetmaskValueError)
        1    0.000    0.000    0.000    0.000 shutil.py:87(_GiveupOnFastCopy)
        1    0.000    0.000    0.000    0.000 _exceptions.py:146(ReadTimeout)
        1    0.000    0.000    0.000    0.000 error.py:70(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:340(ResponseNotRead)
        1    0.000    0.000    0.000    0.000 __init__.py:274(initialize_soup)
        1    0.000    0.000    0.000    0.000 element.py:218(AttributeValueList)
        1    0.000    0.000    0.000    0.000 element.py:1544(Script)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2267(_TypeFormForm)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _streams.py:81(UnreliableObjectStream)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 unix_events.py:809(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 _state.py:147(SEND_RESPONSE)
        1    0.000    0.000    0.000    0.000 idna.py:300(StreamWriter)
        1    0.000    0.000    0.000    0.000 _parser.py:103(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 _client.py:298(headers)
        1    0.000    0.000    0.000    0.000 _client.py:329(params)
        1    0.000    0.000    0.000    0.000 client.py:1482(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1487(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1498(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1501(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1521(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1527(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 request.py:637(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 request.py:894(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 errors.py:12(MessageParseError)
        1    0.000    0.000    0.000    0.000 errors.py:24(MultipartConversionError)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 errors.py:47(CloseBoundaryNotFoundDefect)
        1    0.000    0.000    0.000    0.000 errors.py:50(FirstHeaderLineIsContinuationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:56(MissingHeaderBodySeparatorDefect)
        1    0.000    0.000    0.000    0.000 errors.py:61(MultipartInvariantViolationDefect)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 errors.py:73(InvalidBase64CharactersDefect)
        1    0.000    0.000    0.000    0.000 errors.py:76(InvalidBase64LengthDefect)
        1    0.000    0.000    0.000    0.000 errors.py:87(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 errors.py:90(HeaderMissingRequiredValue)
        1    0.000    0.000    0.000    0.000 errors.py:112(InvalidDateDefect)
        1    0.000    0.000    0.000    0.000 calendar.py:201(setfirstweekday)
        1    0.000    0.000    0.000    0.000 shutil.py:67(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:83(RegistryError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(TransportError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:140(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:158(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:167(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:181(WriteError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:187(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:193(CloseError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:202(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:208(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:309(StreamConsumed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:327(StreamClosed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:243(DecodingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:249(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1244(Absent)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1774(LoadError)
        1    0.000    0.000    0.000    0.000 core.py:26(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:32(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 _config.py:16(UnsetType)
        1    0.000    0.000    0.000    0.000 element.py:1535(Stylesheet)
        1    0.000    0.000    0.000    0.000 element.py:1563(RubyTextString)
        1    0.000    0.000    0.000    0.000 element.py:1572(RubyParenthesisString)
        1    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2098(_EllipsisDummy)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(FeatureNotFound)
        1    0.000    0.000    0.000    0.000 _common.py:170(_)
        1    0.000    0.000    0.000    0.000 _exceptions.py:22(ProxyError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:30(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:45(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:49(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:57(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:68(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(WriteError)
        1    0.000    0.000    0.000    0.000 _impl.py:21(AsyncLibraryNotFoundError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:19(BrokenWorkerProcess)
        1    0.000    0.000    0.000    0.000 _exceptions.py:71(ClosedResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:75(ConnectionFailed)
        1    0.000    0.000    0.000    0.000 _exceptions.py:106(EndOfStream)
        1    0.000    0.000    0.000    0.000 _exceptions.py:126(TypedAttributeLookupError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:133(WouldBlock)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _streams.py:90(ObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:97(ObjectSendStream)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 events.py:734(_RunningLoop)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 _util.py:80(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _state.py:134(CLIENT)
        1    0.000    0.000    0.000    0.000 _state.py:155(DONE)
        1    0.000    0.000    0.000    0.000 _state.py:159(MUST_CLOSE)
        1    0.000    0.000    0.000    0.000 _state.py:167(ERROR)
        1    0.000    0.000    0.000    0.000 _state.py:172(MIGHT_SWITCH_PROTOCOL)
        1    0.000    0.000    0.000    0.000 _state.py:176(SWITCHED_PROTOCOL)
        1    0.000    0.000    0.000    0.000 _state.py:180(_SWITCH_UPGRADE)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 readers.py:28(files)
        1    0.000    0.000    0.000    0.000 idna.py:303(StreamReader)
        1    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 _client.py:445(_build_auth)
        1    0.000    0.000    0.000    0.000 client.py:1524(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 errors.py:16(HeaderParseError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 shutil.py:77(ExecError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:132(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:175(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:216(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:222(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 element.py:1554(TemplateString)
        1    0.000    0.000    0.000    0.000 _base.py:55(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _state.py:138(SERVER)
        1    0.000    0.000    0.000    0.000 _state.py:143(IDLE)
        1    0.000    0.000    0.000    0.000 connection_pool.py:355(__enter__)
        1    0.000    0.000    0.000    0.000 contextlib.py:443(__enter__)
        1    0.000    0.000    0.000    0.000 client.py:1518(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 _multipart.py:56(get_multipart_boundary_from_content_type)
        1    0.000    0.000    0.000    0.000 shutil.py:73(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:80(ReadError)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _state.py:151(SEND_BODY)
        1    0.000    0.000    0.000    0.000 _state.py:163(CLOSED)
        1    0.000    0.000    0.000    0.000 _state.py:184(_SWITCH_CONNECT)
        1    0.000    0.000    0.000    0.000 _exceptions.py:232(RemoteProtocolError)


